state,price,sqft
Montana,$2711,2289
California,$58786,1191
Illinois,$88417,3468
Montana,$53949,2117
Illinois,$20162,1746
California,$76371,2066
Montana,$11312,2567
Montana,$16224,2244
Illinois,$84667,2989
Florida,$50283,988
Illinois,$67181,2434
California,$36459,2090
California,$78808,2480
Illinois,$1032,3135
California,$88816,947
California,$4631,3969
Florida,$91177,2809
Illinois,$41874,3032
Illinois,$88347,1265
California,$20008,923
Montana,$93184,3237
California,$3324,2467
Montana,$36787,831
Illinois,$64163,2876
Illinois,$80272,1441
Montana,$66346,3062
Illinois,$76383,1952
California,$58676,1395
Florida,$23840,3797
Florida,$72526,1176
Montana,$48894,1214
Illinois,$21107,3889
Montana,$60244,3232
Florida,$67445,953
Florida,$74213,2660
Illinois,$47571,3483
Montana,$29912,1912
Florida,$65516,2522
Illinois,$89401,1186
Illinois,$53310,1953
Montana,$19274,1768
Montana,$59475,2330
California,$80617,3538
Illinois,$9842,2008
Montana,$77586,1398
Montana,$77318,1429
Illinois,$18547,2664
Illinois,$94603,2883
Illinois,$48033,2132
Illinois,$35303,2784
Florida,$13326,3088
Florida,$81753,2700
Montana,$18445,2448
Montana,$42328,2514
California,$15502,2761
Montana,$88785,2864
Montana,$80990,3297
Montana,$4129,1625
Montana,$34770,2170
Florida,$35770,3014
California,$40502,3336
Illinois,$67516,2933
Illinois,$30165,2306
Montana,$21890,1239
Illinois,$51379,1421
Montana,$95607,1377
Montana,$81383,3068
Montana,$69080,1689
Montana,$93942,1697
Florida,$40508,1291
California,$14925,2832
Illinois,$28230,2748
Illinois,$46503,3192
California,$36434,3264
California,$64892,3477
Florida,$69608,2012
Florida,$89983,3259
Florida,$71334,1716
Illinois,$83873,2091
California,$54310,1302
Montana,$69503,1195
California,$57722,3741
Illinois,$30831,3247
Montana,$89911,1801
California,$84060,1910
Florida,$19501,1523
Montana,$93689,2995
California,$74559,1832
California,$36820,1691
Illinois,$81305,3296
Illinois,$45686,1642
California,$43613,3323
California,$39541,3954
Montana,$31254,908
Montana,$8700,3850
Montana,$32937,3221
California,$28170,1166
Illinois,$91065,1765
Illinois,$16164,3349
Montana,$74623,1570
California,$93441,2845
Montana,$25882,2646
Montana,$49760,1881
Montana,$61203,3669
Illinois,$24834,3050
Illinois,$79180,837
Illinois,$52278,2473
California,$11209,927
Montana,$60838,1743
California,$9766,1565
Illinois,$88062,1360
California,$31349,1449
Montana,$29439,1760
Florida,$9934,2030
Montana,$27717,1699
Florida,$92908,2280
Montana,$77589,942
Illinois,$18157,2922
Illinois,$56658,1296
Illinois,$28911,872
Montana,$38381,3127
Florida,$3036,3210
California,$87916,3090
California,$44445,3749
California,$27353,1398
California,$85459,2555
Illinois,$49560,2802
Montana,$29745,2475
California,$21096,3860
California,$5676,3430
Montana,$53636,2523
Florida,$39327,3392
Illinois,$46609,2845
Florida,$15651,3836
Florida,$59529,1861
California,$13638,2299
Illinois,$17143,1126
Montana,$42543,1612
California,$39746,756
Florida,$31482,2871
Montana,$25316,3356
Montana,$37055,2761
Montana,$70983,2240
Montana,$74584,2293
Montana,$69498,3967
Illinois,$44708,2846
Montana,$5394,2253
California,$37936,2942
California,$24923,3448
California,$93995,2579
Illinois,$32827,2131
Illinois,$36409,2827
Florida,$47353,3040
Montana,$22237,2636
Illinois,$78266,3748
Montana,$41955,1763
Florida,$39522,2757
California,$71003,907
Montana,$77374,1350
Florida,$6386,3746
Illinois,$23430,894
Illinois,$8328,3297
Illinois,$65533,3405
Illinois,$97568,3995
Montana,$70031,3364
Florida,$5520,880
Montana,$72092,1038
Illinois,$80909,1322
California,$80721,1053
Montana,$37198,3726
California,$33242,1075
Montana,$31497,1022
California,$76041,3796
California,$13127,3467
Montana,$92746,2068
Florida,$71899,3273
Florida,$98985,3451
Florida,$83527,2925
Florida,$57258,1052
Montana,$95080,1726
Montana,$33070,3151
California,$98009,2296
California,$30859,982
Montana,$80326,1436
Florida,$62284,1830
Florida,$74527,1793
Montana,$78224,2900
California,$61012,3114
Illinois,$63027,3079
California,$62584,1277
Florida,$33189,3248
Montana,$46098,3402
Illinois,$26109,3985
Illinois,$2937,858
Illinois,$46459,3272
Montana,$16099,2904
Illinois,$12150,3683
California,$17294,1401
Montana,$78892,2532
Montana,$52062,2427
Montana,$33918,1728
Illinois,$25374,1790
California,$12927,2012
Montana,$88634,1481
California,$26110,2047
Illinois,$33771,1288
Montana,$97778,3167
Florida,$18174,2945
Florida,$92661,2758
Florida,$79481,3764
California,$48282,3690
Florida,$94801,1784
California,$27146,3378
California,$73422,2465
Montana,$66241,1865
Florida,$43106,3356
Montana,$3468,2568
Florida,$73727,1133
Illinois,$72269,3000
California,$60915,1229
Illinois,$71818,1807
Montana,$94337,2193
Montana,$59027,1938
Florida,$97801,1978
Florida,$24391,1588
Florida,$89332,2197
Montana,$45121,1352
Montana,$80965,2306
Montana,$97496,3529
California,$3805,2842
California,$10678,3114
California,$33834,2661
Illinois,$76601,3325
Florida,$84845,1995
California,$85353,3612
California,$89253,1759
Montana,$67500,1812
Montana,$19086,2368
Illinois,$87534,1340
California,$25256,2430
California,$81314,1879
California,$62126,3733
California,$94213,3136
California,$60759,3108
California,$91104,3247
California,$29725,2672
California,$83942,1085
California,$92686,2206
Florida,$84050,1755
Montana,$90081,2621
California,$4476,1281
Illinois,$27385,2894
Florida,$71000,1011
Florida,$98750,3577
Florida,$9524,3416
Illinois,$17075,1293
Illinois,$12568,3975
Illinois,$99867,1899
California,$1002,3709
Florida,$92710,2444
California,$86410,995
California,$35120,2774
California,$74407,3878
Florida,$78599,2448
Florida,$5965,1756
Florida,$27921,1095
Illinois,$36590,907
California,$55829,2291
California,$93610,3063
Montana,$97169,2397
California,$83174,2998
Montana,$22392,3171
California,$98550,3218
Florida,$91379,3865
California,$10343,2032
Florida,$95828,764
Illinois,$21880,2287
Florida,$54331,2201
Florida,$62465,826
California,$14886,3099
Illinois,$72058,2636
Montana,$59221,3393
Illinois,$38424,812
California,$74740,2930
Florida,$61643,3315
California,$42745,3209
Florida,$9343,1576
California,$11988,2713
Illinois,$80777,1078
Montana,$39498,761
Illinois,$65368,2719
Florida,$46560,2901
California,$4691,1327
California,$60573,2956
Montana,$75328,3552
California,$72285,3576
Florida,$75908,3047
Florida,$97947,1370
Illinois,$32196,2328
Montana,$82778,2411
Illinois,$76497,3546
California,$54864,1969
Illinois,$52610,976
Montana,$63086,3220
California,$62691,1848
Montana,$42352,2709
California,$19743,1419
Montana,$17899,2643
Montana,$19505,2397
Florida,$73333,3052
California,$9181,3527
Florida,$49882,3407
California,$24031,1834
California,$68368,3106
Florida,$73171,3936
Illinois,$80107,2895
Florida,$11950,2889
Florida,$32805,1140
Montana,$51856,3659
Illinois,$75303,887
Montana,$56037,1175
Illinois,$30900,1179
Florida,$17309,3271
Illinois,$21022,3639
California,$78131,1170
California,$40916,1857
California,$12727,2251
Montana,$61272,1329
California,$6442,990
Florida,$55221,2276
California,$48128,1061
Montana,$53999,1425
Florida,$37243,3625
Montana,$5302,2255
Florida,$8270,2260
Illinois,$83444,3163
California,$18485,3251
California,$5388,1426
California,$54110,2408
Florida,$98120,2785
Montana,$47729,860
Illinois,$74699,2734
California,$48116,2104
California,$70174,2812
Montana,$61129,1265
Montana,$13513,2365
Montana,$18743,3000
Illinois,$6330,2385
Florida,$48675,3975
Montana,$82126,3067
Montana,$55855,1497
Illinois,$94953,2228
California,$20736,3447
Montana,$59173,1814
Montana,$99164,2871
California,$6720,3633
California,$22012,2322
Florida,$97793,795
California,$42981,983
Florida,$7709,1521
California,$91723,797
Florida,$73062,765
Illinois,$51347,2435
Florida,$94836,3620
Montana,$52017,3285
California,$63482,3410
Florida,$89715,1464
Florida,$35538,3381
Illinois,$68639,1021
Montana,$96194,3730
Montana,$77760,1860
Illinois,$86036,1128
California,$56851,2765
California,$30463,2813
Florida,$35558,2470
Montana,$91985,996
Florida,$44026,1577
Montana,$18458,3002
Montana,$46698,3222
California,$6281,824
California,$70385,1206
Montana,$66372,3710
Illinois,$34339,2150
Florida,$87105,3060
Florida,$40101,2552
Montana,$39107,1913
Illinois,$32545,863
Florida,$19393,1501
Montana,$56524,849
California,$30693,2202
Illinois,$42505,3941
Illinois,$39319,1672
California,$41599,3900
California,$80374,1095
Florida,$77539,3369
Illinois,$51849,2131
Illinois,$43034,2675
Montana,$25124,1389
California,$22982,1514
Illinois,$78190,1801
Montana,$78024,1719
Montana,$46019,1602
Illinois,$75876,2944
Illinois,$85829,1388
Montana,$75565,3557
California,$47888,1872
Montana,$66450,2982
Florida,$64804,1255
California,$35241,1362
California,$79154,3588
California,$26862,2293
Florida,$60413,2470
Montana,$28910,1129
Florida,$13257,1143
Montana,$91975,3765
Florida,$68897,1028
Montana,$72741,3294
Montana,$52665,2156
California,$72891,1299
Montana,$23577,2128
California,$26092,2066
Florida,$96872,2984
Illinois,$71347,3627
California,$93380,3525
California,$80641,1078
California,$34259,2512
Montana,$5416,1733
Illinois,$90028,3263
California,$82750,3528
Illinois,$66758,2852
California,$61734,3956
California,$56736,2566
Florida,$40184,1472
Florida,$26698,3267
Illinois,$55517,3543
Florida,$96671,3696
California,$97654,3096
Montana,$60818,2635
Florida,$71851,1046
California,$8155,3161
California,$41374,1723
Florida,$60376,1454
Montana,$25937,3309
Florida,$90296,1541
Florida,$88977,3052
Illinois,$61188,3965
Florida,$82721,1218
Florida,$80390,3910
California,$73312,2444
Florida,$2504,756
Montana,$79229,1995
Florida,$88195,2859
Illinois,$33310,3695
California,$87121,957
California,$44782,3501
Montana,$36630,2126
Illinois,$58551,3319
Illinois,$1886,1833
California,$34157,3345
Montana,$11690,1488
Florida,$34353,3641
Florida,$7453,2588
Illinois,$49106,1555
Montana,$27540,1364
California,$93065,3192
Illinois,$72570,2470
Illinois,$61276,2814
Montana,$62211,1066
Florida,$30848,826
Illinois,$61708,3996
California,$50260,1184
Montana,$19367,2884
Montana,$18213,1819
Montana,$36877,2371
Florida,$11889,1902
Illinois,$2341,1302
Montana,$54213,1369
Montana,$56085,3041
Montana,$97301,2048
Illinois,$39214,3664
California,$18459,2197
Montana,$88774,1309
Florida,$3186,2388
Illinois,$17212,3712
Montana,$90510,3779
Montana,$77727,1452
Illinois,$4237,1443
Florida,$58651,2280
Montana,$88422,878
Montana,$43137,3100
Illinois,$93005,1132
Illinois,$36304,1672
Florida,$36679,1322
Montana,$8385,3473
Montana,$6844,2646
Illinois,$76669,867
California,$57436,3393
Florida,$52438,1286
Montana,$20221,756
Montana,$79823,3295
Montana,$20034,2187
Montana,$98273,3676
Florida,$70817,3138
Illinois,$51366,1446
Florida,$15571,3129
Illinois,$1957,1120
California,$55879,3040
Montana,$9384,1790
Illinois,$99841,2695
Illinois,$12137,2087
Florida,$77028,3326
California,$25222,2467
Florida,$30727,3861
Illinois,$72269,3277
California,$20835,3333
Montana,$21849,2372
Montana,$38346,3425
Florida,$42322,1560
Illinois,$10473,914
Illinois,$12434,2104
California,$79168,1924
Montana,$51191,3001
Illinois,$36752,1456
Montana,$43170,1130
California,$76240,1394
Montana,$88035,1403
Illinois,$98272,2053
California,$47445,3932
Florida,$84023,2333
California,$72599,3217
Illinois,$53386,2480
Florida,$22584,968
Montana,$27910,1655
California,$7366,2684
Montana,$26256,1591
California,$66767,2872
Illinois,$38995,3128
Montana,$71550,2478
Florida,$82977,3334
Montana,$32913,2437
California,$90013,3690
Florida,$15669,3964
California,$5349,2376
Illinois,$19500,3974
Florida,$30716,1418
Illinois,$35873,2192
Montana,$44434,3050
California,$85314,938
California,$34218,3669
Illinois,$92500,1888
Montana,$88844,953
California,$40814,1539
Illinois,$73990,2036
Florida,$7741,3458
Florida,$51968,2576
California,$9235,789
Illinois,$81121,2422
Florida,$26714,3229
California,$70020,2074
Florida,$54244,3884
Montana,$87273,3784
California,$22442,3609
Montana,$14667,2004
Illinois,$11988,3492
Florida,$21128,3188
Illinois,$95132,3261
Florida,$21531,2501
California,$45344,3705
Montana,$92331,1216
Florida,$50556,3107
Illinois,$71847,908
California,$32887,2039
Florida,$37167,3261
Montana,$35461,3319
Florida,$67144,3859
Illinois,$72299,2129
Montana,$9008,3830
California,$10654,2958
California,$30906,1099
California,$61709,2822
Florida,$56324,1738
Illinois,$44914,1206
Illinois,$53272,1885
Montana,$38545,3256
Florida,$37899,2129
California,$6347,869
California,$31220,3175
California,$24138,3701
Florida,$99125,1244
California,$21740,2652
Illinois,$39862,1512
Florida,$97319,2352
Florida,$24514,862
Montana,$10609,3622
Florida,$46943,3843
Illinois,$94742,2302
California,$53874,906
California,$23783,3812
Illinois,$20426,3561
Florida,$61192,3085
California,$17982,3270
Montana,$28384,1357
Illinois,$35398,3351
California,$83181,2463
Florida,$59876,2918
Florida,$84104,1617
Florida,$8470,2407
Florida,$52662,3780
Illinois,$44361,3109
California,$93851,1682
Montana,$46965,3010
California,$91632,3968
Florida,$55116,3988
Illinois,$54676,3697
California,$79152,2738
California,$15241,2788
California,$50070,1787
Illinois,$80534,3349
California,$70421,1614
California,$44545,1791
Montana,$45503,879
California,$73289,980
California,$96241,3697
California,$57949,2586
Montana,$30196,3411
Illinois,$97504,1745
California,$46513,3779
Montana,$68671,3652
Illinois,$17136,3761
California,$60805,1273
Florida,$42744,2908
Florida,$65974,3211
Florida,$64261,836
Illinois,$21057,3710
Montana,$99171,2589
Illinois,$62828,1815
Illinois,$46958,1708
Montana,$60621,3024
Montana,$93388,3677
Montana,$57287,1163
Illinois,$44441,3009
Montana,$72795,1374
California,$71138,2789
Montana,$32550,3816
Illinois,$87888,3775
Illinois,$12471,2993
California,$33392,2815
Illinois,$69881,3170
California,$48881,2039
California,$65943,785
Florida,$79279,1252
Florida,$72543,2260
Illinois,$48067,1598
Montana,$68673,3138
California,$28688,2589
California,$51147,2691
Montana,$54992,2299
Florida,$5939,950
Illinois,$40863,1991
Montana,$39560,2088
Florida,$45554,3597
California,$46325,2881
Montana,$71874,2940
Montana,$43304,2583
Florida,$92568,1284
Florida,$33044,1262
California,$13573,2286
Florida,$96837,3423
Illinois,$52343,760
Illinois,$62829,3653
California,$74034,839
Montana,$85449,3222
Montana,$65927,2016
Montana,$98405,1675
Florida,$74148,1408
California,$17762,1086
Illinois,$54053,3619
Florida,$96819,3116
Florida,$87765,2478
California,$85876,1532
Illinois,$1487,1755
California,$62350,2083
Florida,$38369,2211
Montana,$5618,1578
Illinois,$81700,3236
Illinois,$38872,1587
Florida,$7197,3841
Florida,$40469,2636
California,$35739,3891
Illinois,$39834,1511
Montana,$43850,1447
Illinois,$81261,2978
California,$63443,3564
Montana,$35943,1428
Montana,$30213,1473
Florida,$81542,1942
Montana,$13346,880
Florida,$93379,784
Illinois,$89537,1145
California,$69132,3808
Illinois,$90412,2682
Montana,$33182,1479
Florida,$92206,1023
Montana,$83840,1188
California,$22349,2290
California,$10006,878
Illinois,$91038,1135
California,$93110,925
California,$11060,2018
Illinois,$37132,3956
Florida,$81386,1985
Montana,$99479,3649
Illinois,$74634,2496
Florida,$54374,3225
Florida,$74817,1667
Florida,$30955,2347
Illinois,$6168,3556
Florida,$86953,2316
Florida,$73865,3657
California,$84302,1298
Illinois,$54555,2648
Montana,$80833,3654
California,$20633,2158
Illinois,$54991,3529
Illinois,$76180,2392
Montana,$52750,2775
Illinois,$37813,2762
Illinois,$43738,2352
California,$50214,2743
Montana,$33345,2245
Illinois,$64004,1776
Montana,$46580,3838
Illinois,$46509,1632
Montana,$5208,2175
Montana,$69276,2198
Illinois,$11589,844
Florida,$48932,3845
Illinois,$96755,2672
Illinois,$35376,1921
California,$94176,2410
California,$63167,1299
Florida,$15903,985
Montana,$7329,1559
Florida,$52277,2202
Illinois,$70171,2007
Florida,$13816,1553
California,$4676,2136
Montana,$76284,1638
Illinois,$36440,1107
Illinois,$27526,1114
Montana,$13338,1549
Montana,$83323,2819
Florida,$34189,2473
Illinois,$96431,1018
Illinois,$97347,3815
California,$36544,1171
California,$65568,1656
Florida,$39814,1354
Montana,$53800,3704
Florida,$82097,3004
Montana,$79610,3654
Florida,$96805,2052
Montana,$5563,1466
Illinois,$2642,1696
Illinois,$47692,3764
Montana,$96703,3708
Montana,$89283,3070
Florida,$81450,3557
Florida,$11434,2060
Illinois,$85190,2836
California,$28731,2128
California,$35903,3999
Montana,$98581,2596
Florida,$63610,1040
Florida,$58986,3424
Montana,$46147,2953
Montana,$58029,1056
California,$88167,3000
Illinois,$89194,1406
Florida,$33366,1183
Illinois,$75200,2759
California,$43730,3224
California,$66518,1665
California,$65329,894
California,$3795,2448
California,$89927,870
Montana,$83291,3994
Montana,$2112,1020
California,$74809,3295
Florida,$3681,2073
Montana,$66955,3835
California,$3414,3301
Florida,$40476,3628
Illinois,$45756,1989
Florida,$32580,1638
Illinois,$87541,3323
California,$52323,3391
California,$46448,2600
Montana,$61066,3695
Illinois,$47276,1647
California,$45719,2061
Florida,$41184,3422
Illinois,$77260,2097
California,$11545,2759
Florida,$88448,3278
Florida,$10156,2823
California,$95255,932
Montana,$89422,1362
California,$4189,1977
California,$58135,2196
Montana,$43433,2746
Illinois,$6268,2392
Florida,$78156,3929
California,$85205,3504
California,$90172,3642
Illinois,$41524,1034
California,$71872,1868
Montana,$26776,1001
California,$81171,2567
California,$11910,1422
Illinois,$12862,2072
Illinois,$5515,1554
California,$70209,3621
California,$3424,2348
Illinois,$38171,2877
California,$94147,3528
Illinois,$64236,1908
Montana,$24374,3163
California,$4416,890
California,$78772,1589
Montana,$90268,1434
Montana,$6277,3855
Florida,$36128,2278
Florida,$10707,2785
Florida,$50804,3312
California,$77161,874
California,$75119,1968
Illinois,$57377,3754
Florida,$83126,2041
Florida,$12868,963
Montana,$43633,2141
California,$99518,1929
Florida,$11745,1713
California,$78946,752
Illinois,$17670,3356
Illinois,$10883,813
Montana,$65458,2603
Florida,$91290,2822
Illinois,$60624,1021
Florida,$19265,2061
Florida,$6482,3635
Montana,$71066,3262
Montana,$34194,1829
Florida,$39957,2458
Montana,$15468,2522
California,$35724,3496
California,$14410,1705
California,$88667,2924
Illinois,$88975,2319
Florida,$28380,1285
California,$26265,2518
California,$77567,3012
